TournamentCode,Num,Name,R,QP,RP,High,MP,Elim,WP,OPR,OPRm, 
1617velv-akea2,10610,Mears Gears,6,5,116,55,5,,0.50,16.5,14.8,
1617velv-akea2,10513,Smart Metal,7,4,96,50,5,,0.40,0.2,5.2,
1617velv-akea2,4539,3 G's and Aden,8,4,93,35,5,,0.40,11.1,10.2,
1617velv-akea2,9781,Gravity Check,9,3,85,30,5,,0.30,-2.8,1.6,
1617velv-akea2,5530,I 8 Sum Pi,10,3,57,50,5,,0.30,7.0,8.1,
1617velv-akea2,10991,Eagles,11,1,98,60,5,,0.10,-3.7,1.7,
1617velv-aker,11168,The Quantum Mechanics,1,10,209,100,5,,1.00,53.7,46.7,
1617velv-aker,9180,Phantom Wolves,2,8,118,52,5,,0.80,37.7,33.6,
1617velv-aker,10991,Eagles,3,6,161,100,5,,0.60,26.1,26.4,
1617velv-aker,9781,Gravity Check,4,6,131,85,5,,0.60,25.8,24.1,
1617velv-aker,6695,FrostTech,5,6,131,60,5,,0.60,9.9,13.2,
1617velv-aker,5532,Techno Wolves,6,4,131,57,5,,0.40,22.0,20.7,
1617velv-aker,4954,SPECTRE,7,4,80,52,5,,0.40,8.4,10.1,
1617velv-aker,9019,Nuclear Wolves,8,2,127,50,5,,0.20,6.4,8.6,
1617velv-aker,6112,Silver Wolves,9,2,113,50,5,,0.20,3.4,6.6,
1617velv-aker,7388,StarBots,10,2,63,52,5,,0.20,2.7,6.0,
1617velv-aksa,3492,Team Zip Ties,1,8,156,80,5,,0.80,31.8,29.9,
1617velv-aksa,5394,TacoS,2,8,146,95,5,,0.80,41.0,36.4,
1617velv-aksa,10610,Mears Gears,3,7,92,75,5,,0.70,24.7,23.5,
1617velv-aksa,10998,MechaLynx,4,6,164,95,5,,0.60,45.8,40.0,
1617velv-aksa,10513,Smart Metal,5,6,115,51,5,,0.60,27.7,23.5,
1617velv-aksa,5215,MethodHeads,6,6,90,51,5,,0.60,23.0,22.0,
1617velv-aksa,4955,Dimond Engineering Per 4,7,5,113,35,5,,0.50,6.2,9.0,
1617velv-aksa,4951,Dimondz Nutz and Boltz,8,4,118,55,5,,0.40,-4.9,2.0,
1617velv-aksa,4539,3 G's and Aden,9,3,155,50,5,,0.30,6.0,9.9,
1617velv-aksa,4954,SPECTRE,10,3,115,65,5,,0.30,6.2,9.9,
1617velv-aksa,5530,I 8 Sum Pi,11,2,147,75,5,,0.20,30.7,27.3,
1617velv-aksa,5247,Rock Paper Scissors,12,2,93,55,5,,0.20,-1.2,2.8,
1617velv-aker2,3208,Rocket 4.0,1,10,166,95,5,,1.00,49.3,43.4,
1617velv-aker2,9019,Nuclear Wolves,2,8,147,95,5,,0.80,29.8,28.3,
1617velv-aker2,5532,Techno Wolves,3,8,126,75,5,,0.80,23.3,24.1,
1617velv-aker2,11168,The Quantum Mechanics,4,7,183,105,5,,0.70,53.7,46.7,
1617velv-aker2,9180,Phantom Wolves,5,6,142,70,5,,0.60,19.4,20.6,
1617velv-aker2,8539,Bazinga Bots,6,5,162,55,5,,0.50,17.0,17.7,
1617velv-aker2,6695,FrostTech,7,4,144,70,5,,0.40,6.4,10.7,
1617velv-aker2,4951,Dimondz Nutz and Boltz,8,4,143,60,5,,0.40,20.3,19.3,
1617velv-aker2,5664,Cyber Wolves,9,4,131,53,5,,0.40,11.4,13.8,
1617velv-aker2,10991,Eagles,10,3,134,105,5,,0.30,26.9,25.5,
1617velv-aker2,7388,StarBots,11,1,131,55,5,,0.10,0.6,5.1,
1617velv-aker2,6112,Silver Wolves,12,0,103,31,5,,0.00,3.8,5.8,
1617velv-aklcmpsc,11168,The Quantum Mechanics,1,10,249,155,5,WC,1.00,100.2,85.1,
1617velv-aklcmpsc,9180,Phantom Wolves,2,10,164,70,5,SC,1.00,17.0,19.1,
1617velv-aklcmpsc,5394,TacoS,3,10,161,145,5,SC,1.00,30.5,31.5,
1617velv-aklcmpsc,4951,Dimondz Nutz and Boltz,4,8,185,110,5,F2,0.80,45.1,39.9,
1617velv-aklcmpsc,5215,MethodHeads,5,8,172,155,5,S1,0.80,40.4,41.7,
1617velv-aklcmpsc,10998,MechaLynx,6,8,171,135,5,F1,0.80,58.3,51.2,
1617velv-aklcmpsc,3492,Team Zip Ties,7,6,243,90,5,FC,0.60,34.0,32.5,
1617velv-aklcmpsc,9781,Gravity Check,8,6,185,110,5,,0.60,35.2,34.2,
1617velv-aklcmpsc,3208,Rocket 4.0,9,6,176,90,5,W1,0.60,45.4,40.7,
1617velv-aklcmpsc,6695,FrostTech,10,6,156,75,5,,0.60,1.6,8.2,
1617velv-aklcmpsc,10991,Eagles,11,6,141,65,5,,0.60,20.6,22.5,
1617velv-aklcmpsc,6112,Silver Wolves,12,4,216,70,5,,0.40,28.8,30.2,
1617velv-aklcmpsc,5247,Rock Paper Scissors,13,4,201,85,5,,0.40,9.8,15.2,
1617velv-aklcmpsc,10610,Mears Gears,14,4,169,85,5,,0.40,22.3,21.9,
1617velv-aklcmpsc,8539,Bazinga Bots,15,4,168,150,5,W2,0.40,26.6,29.0,
1617velv-aklcmpsc,5530,I 8 Sum Pi,16,4,166,60,5,S2,0.40,18.1,19.1,
1617velv-aklcmpsc,7388,StarBots,17,4,150,85,5,,0.40,10.4,16.2,
1617velv-aklcmpsc,4955,Dimond Engineering Per 4,18,4,150,60,5,S2,0.40,17.0,17.0,
1617velv-aklcmpsc,5664,Cyber Wolves,19,4,148,80,5,,0.40,19.5,19.0,
1617velv-aklcmpsc,4539,3 G's and Aden,20,4,130,65,5,,0.40,15.0,15.4,
1617velv-aklcmpsc,5532,Techno Wolves,21,2,193,56,5,,0.20,21.1,20.6,
1617velv-aklcmpsc,9019,Nuclear Wolves,22,2,150,80,5,S1,0.20,21.9,23.1,
1617velv-aklcmpsc,10513,Smart Metal,23,2,120,60,5,,0.20,13.6,13.7,
1617velv-aklcmpsc,4954,SPECTRE,24,0,155,40,5,,0.00,15.5,14.3,
1617velv-aklcmpsc,10502,Kuskokwim Surf Monsters,25,0,132,45,5,,0.00,-0.5,4.6,
1617velv-akse,3766,Technical Difficulties,1,10,97,90,5,WC,1.00,46.8,40.9,
1617velv-akse,10099,Falcon Flyers,2,8,102,50,5,FC,0.80,14.5,16.0,
1617velv-akse,3081,Trial and Error,3,7,132,60,5,F1,0.70,17.3,17.5,
1617velv-akse,11497,CHS Wolverines FTC,4,6,122,60,5,W1,0.60,19.3,19.0,
1617velv-akse,5389,Wired Wolves,5,5,106,90,5,SC,0.50,21.0,20.3,
1617velv-akse,4358,Error: 404,6,4,112,65,5,S1,0.40,11.6,12.9,
1617velv-akse,6281,Genetic Advantage,7,4,35,60,5,SC,0.40,9.6,11.0,
1617velv-akse,12087,JDHS Robotics,8,3,120,45,5,S1,0.30,21.3,19.2,
1617velv-akse,10915,Alchemy,9,3,77,65,5,,0.30,5.4,8.5,
1617velv-akse,6280,Team Duct Tape,10,2,97,60,5,,0.20,12.1,11.8,
1617velv-akse,12374,IDEA 2,11,2,80,41,5,,0.20,3.2,4.7,
1617velv-casdlj1,10809,Crow Force 5,1,12,161,130,6,,1.00,67.0,59.6,
1617velv-casdlj1,12073,The Trisectors,2,10,205,100,6,,0.83,33.4,33.1,
1617velv-casdlj1,3650,Torrey Techies,3,8,165,130,6,,0.67,35.2,32.8,
1617velv-casdlj1,4216,Rise of Hephaestus,4,8,156,90,6,,0.67,42.6,38.2,
1617velv-casdlj1,8097,Botcats,5,8,151,80,6,,0.67,15.5,16.6,
1617velv-casdlj1,11288,Seminerds,6,8,76,65,6,,0.67,9.1,11.0,
1617velv-casdlj1,11128,Inspiration,7,6,182,60,6,,0.50,36.5,32.1,
1617velv-casdlj1,3513,Domo Arigato,8,6,125,90,6,,0.50,26.6,24.7,
1617velv-casdlj1,4278,De.Evolution,9,6,120,100,6,,0.50,15.1,17.3,
1617velv-casdlj1,3712,Purple F.E.A.R. (Fierce Eagle Advanced Robotics),10,4,140,76,6,,0.33,4.1,6.9,
1617velv-casdlj1,9367,Torrey Techies White,11,4,94,75,6,,0.33,10.8,12.3,
1617velv-casdlj1,8742,RoboTechs,12,4,90,65,6,,0.33,12.2,12.5,
1617velv-casdlj1,11411,Cherry Pi,13,4,71,70,6,,0.33,5.2,7.6,
1617velv-casdlj1,9837,Ravenettes,14,2,130,46,6,,0.17,4.5,7.0,
1617velv-casdlj1,7159,Robo Ravens,15,0,110,45,6,,0.00,-4.0,0.4,
1617velv-casdfp1,5229,Dragons,1,12,79,70,6,,1.00,41.4,36.1,
1617velv-casdfp1,10092,Green.Griffins,2,10,107,50,6,,0.83,30.5,26.4,
1617velv-casdfp1,4262,Ridgebots,3,10,63,40,6,,0.83,10.2,10.6,
1617velv-casdfp1,8039,Return of the Adrenaline Snails,4,8,74,54,6,,0.67,22.4,21.1,
1617velv-casdfp1,5540,Skynet,5,8,70,40,6,,0.67,23.2,21.1,
1617velv-casdfp1,5131,Pointers,6,6,54,40,6,,0.50,5.3,6.1,
1617velv-casdfp1,11278,Virtually Creative,7,6,45,50,6,,0.50,9.4,9.7,
1617velv-casdfp1,5135,Team Uncopyrightable,8,6,38,41,6,,0.50,-2.5,0.6,
1617velv-casdfp1,9261,Level Up,9,4,103,40,6,,0.33,8.5,8.5,
1617velv-casdfp1,11107,Wired Up,10,4,86,45,6,,0.33,4.7,6.5,
1617velv-casdfp1,8000,Team Paradox3,11,4,70,50,6,,0.33,10.9,10.6,
1617velv-casdfp1,8380,UC Robotics,12,4,61,50,6,,0.33,1.3,3.8,
1617velv-casdfp1,11285,PATENT PENDING,13,4,42,70,6,,0.33,8.0,9.3,
1617velv-casdfp1,9266,Pyrobots,14,2,71,40,6,,0.17,6.1,6.2,
1617velv-casdfp1,10564,iMiddle Robotics,15,2,45,50,6,,0.17,1.4,3.0,
1617velv-casdrr1,11212,The Clueless,1,12,120,145,6,,1.00,76.6,67.0,
1617velv-casdrr1,8471,The Ducks,2,10,122,105,6,,0.83,57.4,51.2,
1617velv-casdrr1,3848,Shockwave,3,8,267,120,6,,0.67,42.8,40.4,
1617velv-casdrr1,11328,Foothills Engineers,4,8,112,60,6,,0.67,7.7,11.2,
1617velv-casdrr1,9049,RoboPuffs,5,7,178,145,6,,0.58,20.6,23.9,
1617velv-casdrr1,12406,Hakuna Automata,6,6,108,120,6,,0.50,21.1,22.4,
1617velv-casdrr1,8606,RSF Intergalactic Dragons,7,6,101,80,6,,0.50,21.2,20.2,
1617velv-casdrr1,9164,Zorrobots,8,5,207,85,6,,0.42,30.6,28.1,
1617velv-casdrr1,9022,T-Wrecks,9,5,195,70,6,,0.42,14.0,16.1,
1617velv-casdrr1,7696,RSF Singularity,10,5,173,70,6,,0.42,30.2,25.9,
1617velv-casdrr1,8605,RSF Logitechies,11,5,170,120,6,,0.42,39.7,33.7,
1617velv-casdrr1,12405,Game of Drones,12,4,107,80,6,,0.33,6.7,10.5,
1617velv-casdrr1,10793,Voltrons,13,4,62,100,6,,0.33,-1.4,3.3,
1617velv-casdrr1,5015,Buffalo Wings,14,3,78,43,6,,0.25,-16.1,-7.7,
1617velv-casdrr1,6226,Bambusa,15,2,100,50,6,,0.17,-3.8,-0.1,
1617velv-casdec,9441,Syndicate,1,12,220,150,6,,1.00,82.5,71.7,
1617velv-casdec,11656,Neutron Stars,2,11,120,150,6,,0.92,33.1,32.3,
1617velv-casdec,6016,Ironwolves,3,10,125,80,6,,0.83,-0.7,4.8,
1617velv-casdec,9920,Furious Falcons,4,8,162,85,6,,0.67,44.8,39.1,
1617velv-casdec,6074,RAWALA (Robot Assemblers With A Long Acronym),5,8,150,80,6,,0.67,23.9,22.6,
1617velv-casdec,11350,Sloth Slowbotics,6,8,82,95,6,,0.67,14.1,14.8,
1617velv-casdec,8472,ROBOTATOES,7,6,167,57,6,,0.50,14.8,16.3,
1617velv-casdec,9892,EngiNERDs,8,5,100,85,6,,0.42,14.6,15.2,
1617velv-casdec,6137,RoBowties,9,4,230,80,6,,0.33,32.8,30.2,
1617velv-casdec,2885,Kronos,10,4,170,65,6,,0.33,8.2,10.5,
1617velv-casdec,5828,E.M.P. Chaos,11,4,125,110,6,,0.33,20.0,21.0,
1617velv-casdec,7542,OLP MicroChicks,12,4,117,70,6,,0.33,0.2,5.0,
1617velv-casdec,8906,ROARbots,13,3,182,65,6,,0.25,20.0,18.2,
1617velv-casdec,6003,Techno Eagles,14,2,57,40,6,,0.17,-0.3,1.2,
1617velv-casdec,10221,Robotx,15,1,129,60,6,,0.08,-0.1,3.6,
1617velv-casdlj2,8097,Botcats,1,11,301,135,6,,0.92,81.8,71.7,
1617velv-casdlj2,12406,Hakuna Automata,2,10,116,75,6,,0.83,23.3,24.2,
1617velv-casdlj2,10809,Crow Force 5,3,8,230,120,6,,0.67,65.1,57.9,
1617velv-casdlj2,3650,Torrey Techies,4,8,215,120,6,,0.67,41.1,38.9,
1617velv-casdlj2,5828,E.M.P. Chaos,5,8,192,135,6,,0.67,32.7,31.9,
1617velv-casdlj2,9261,Level Up,6,7,156,100,6,,0.58,33.1,31.2,
1617velv-casdlj2,11107,Wired Up,7,6,117,100,6,,0.50,32.6,29.9,
1617velv-casdlj2,12405,Game of Drones,8,6,106,110,6,,0.50,7.7,11.2,
1617velv-casdlj2,8472,ROBOTATOES,9,6,101,95,6,,0.50,18.6,19.4,
1617velv-casdlj2,7542,OLP MicroChicks,10,5,141,65,6,,0.42,3.9,7.6,
1617velv-casdlj2,5229,Dragons,11,4,225,110,6,,0.33,17.6,19.6,
1617velv-casdlj2,9367,Torrey Techies White,12,4,166,65,6,,0.33,11.8,13.7,
1617velv-casdlj2,6003,Techno Eagles,13,4,149,91,6,,0.33,7.8,11.0,
1617velv-casdlj2,5540,Skynet,14,3,141,65,6,,0.25,3.9,7.2,
1617velv-casdlj2,11328,Foothills Engineers,15,0,160,50,6,,0.00,-1.2,2.0,
1617velv-casdrr2,11278,Virtually Creative,1,10,374,225,6,,0.83,75.4,69.6,
1617velv-casdrr2,8605,RSF Logitechies,2,10,370,155,6,,0.83,80.1,73.6,
1617velv-casdrr2,8742,RoboTechs,3,10,281,130,6,,0.83,38.3,39.2,
1617velv-casdrr2,7696,RSF Singularity,4,8,374,155,6,,0.67,72.4,68.7,
1617velv-casdrr2,8606,RSF Intergalactic Dragons,5,8,345,225,6,,0.67,70.9,66.0,
1617velv-casdrr2,11128,Inspiration,6,8,280,155,6,,0.67,66.9,61.0,
1617velv-casdrr2,9892,EngiNERDs,7,6,257,140,6,,0.50,36.6,36.7,
1617velv-casdrr2,6016,Ironwolves,8,6,225,120,6,,0.50,12.9,16.9,
1617velv-casdrr2,3712,Purple F.E.A.R. (Fierce Eagle Advanced Robotics),9,6,207,120,6,,0.50,25.1,26.0,
1617velv-casdrr2,8380,UC Robotics,10,4,221,135,6,,0.33,9.8,14.2,
1617velv-casdrr2,11764,UC HIGH CENTURIONS,11,4,220,85,6,,0.33,3.7,8.6,
1617velv-casdrr2,9049,RoboPuffs,12,4,218,95,6,,0.33,23.0,25.4,
1617velv-casdrr2,5015,Buffalo Wings,13,4,210,105,6,,0.33,29.0,29.4,
1617velv-casdrr2,10564,iMiddle Robotics,14,4,174,100,6,,0.33,11.7,15.5,
1617velv-casdrr2,8039,Return of the Adrenaline Snails,15,4,155,130,6,,0.33,21.4,21.7,
1617velv-casdrr2,6226,Bambusa,16,0,57,16,6,,0.00,-8.5,-4.4,
1617velv-casdfp2,9441,Syndicate,1,10,416,150,6,,0.83,79.2,72.4,
1617velv-casdfp2,9920,Furious Falcons,2,10,285,150,6,,0.83,67.5,62.7,
1617velv-casdfp2,6137,RoBowties,3,9,395,206,6,,0.75,103.4,92.8,
1617velv-casdfp2,5135,Team Uncopyrightable,4,9,281,206,6,,0.75,47.1,46.9,
1617velv-casdfp2,10793,Voltrons,5,8,325,150,6,,0.67,38.9,40.0,
1617velv-casdfp2,7159,Robo Ravens,6,7,320,115,6,,0.58,25.2,28.9,
1617velv-casdfp2,8471,The Ducks,7,6,465,175,6,,0.50,70.3,65.7,
1617velv-casdfp2,2885,Kronos,8,6,246,115,6,,0.50,26.2,26.8,
1617velv-casdfp2,11285,PATENT PENDING,9,6,220,180,6,,0.50,34.6,36.7,
1617velv-casdfp2,8000,Team Paradox3,10,5,230,120,6,,0.42,9.8,15.1,
1617velv-casdfp2,3513,Domo Arigato,11,4,346,140,6,,0.33,28.8,30.6,
1617velv-casdfp2,10092,Green.Griffins,12,4,330,120,6,,0.33,31.6,31.1,
1617velv-casdfp2,9022,T-Wrecks,13,4,275,85,6,,0.33,27.2,28.9,
1617velv-casdfp2,9837,Ravenettes,14,2,200,80,6,,0.17,7.1,10.1,
1617velv-casdfp2,4278,De.Evolution,15,0,230,70,6,,0.00,-5.5,2.4,
1617velv-casdset,4216,Rise of Hephaestus,1,10,286,130,6,,0.83,60.4,54.7,
1617velv-casdset,11212,The Clueless,2,10,272,125,6,,0.83,63.4,56.4,
1617velv-casdset,3848,Shockwave,3,9,282,90,6,,0.75,43.0,39.3,
1617velv-casdset,11411,Cherry Pi,4,8,146,120,6,,0.67,22.8,24.4,
1617velv-casdset,4262,Ridgebots,5,7,281,80,6,,0.58,31.2,31.0,
1617velv-casdset,9266,Pyrobots,6,7,201,70,6,,0.58,12.9,14.3,
1617velv-casdset,6074,RAWALA (Robot Assemblers With A Long Acronym),7,7,172,60,6,,0.58,0.9,6.7,
1617velv-casdset,12073,The Trisectors,8,6,281,80,6,,0.50,24.1,25.4,
1617velv-casdset,9164,Zorrobots,9,5,320,130,6,,0.42,54.7,50.1,
1617velv-casdset,10221,Robotx,10,4,235,85,6,,0.33,7.5,11.9,
1617velv-casdset,11350,Sloth Slowbotics,11,4,218,90,6,,0.33,18.7,20.5,
1617velv-casdset,11656,Neutron Stars,12,4,201,125,6,,0.33,33.6,31.8,
1617velv-casdset,8906,ROARbots,13,4,197,50,6,,0.33,6.0,9.6,
1617velv-casdset,11288,Seminerds,14,3,218,80,6,,0.25,12.4,13.5,
1617velv-casdset,5131,Pointers,15,2,188,65,6,,0.17,11.2,12.5,
1617velv-casdgr,11212,The Clueless,1,12,462,165,6,,1.00,79.9,74.5,
1617velv-casdgr,11128,Inspiration,2,12,440,200,6,,1.00,69.4,68.4,
1617velv-casdgr,7696,RSF Singularity,3,10,461,200,6,,0.83,102.0,93.1,
1617velv-casdgr,3848,Shockwave,4,10,396,150,6,,0.83,53.2,51.0,
1617velv-casdgr,6003,Techno Eagles,5,8,425,155,7,,0.57,21.9,26.3,
1617velv-casdgr,8472,ROBOTATOES,6,8,287,115,6,,0.67,37.1,35.8,
1617velv-casdgr,8000,Team Paradox3,7,6,395,95,7,,0.43,17.1,21.2,
1617velv-casdgr,9892,EngiNERDs,8,6,370,115,6,,0.50,35.2,35.7,
1617velv-casdgr,10092,Green.Griffins,9,6,305,90,6,,0.50,24.7,27.5,
1617velv-casdgr,8605,RSF Logitechies,10,4,485,120,6,,0.33,59.3,55.4,
1617velv-casdgr,8606,RSF Intergalactic Dragons,11,4,450,170,6,,0.33,75.2,69.7,
1617velv-casdgr,7542,OLP MicroChicks,12,4,362,170,6,,0.33,47.9,46.3,
1617velv-casdgr,11285,PATENT PENDING,13,4,320,150,6,,0.33,25.5,28.5,
1617velv-casdgr,8039,Return of the Adrenaline Snails,14,4,296,105,6,,0.33,27.0,27.9,
1617velv-casdgr,5135,Team Uncopyrightable,15,4,273,81,6,,0.33,5.0,11.5,
1617velv-casdgr,5828,E.M.P. Chaos,16,2,345,155,6,,0.17,23.1,26.6,
1617velv-casdgr,11411,Cherry Pi,17,0,400,85,6,,0.00,29.9,31.2,
1617velv-casdbg,4216,Rise of Hephaestus,1,12,445,200,6,,1.00,133.1,117.8,
1617velv-casdbg,10809,Crow Force 5,2,9,460,200,6,,0.75,74.5,71.6,
1617velv-casdbg,9261,Level Up,3,9,455,200,6,,0.75,53.0,54.5,
1617velv-casdbg,11656,Neutron Stars,4,8,330,170,6,,0.67,36.8,40.1,
1617velv-casdbg,9049,RoboPuffs,5,8,280,145,6,,0.67,47.7,46.8,
1617velv-casdbg,9920,Furious Falcons,6,6,545,145,6,,0.50,72.1,66.1,
1617velv-casdbg,8097,Botcats,7,6,410,145,6,,0.50,53.9,50.6,
1617velv-casdbg,6226,Bambusa,8,5,470,170,6,,0.42,29.6,35.1,
1617velv-casdbg,9441,Syndicate,9,5,385,145,6,,0.42,29.0,34.5,
1617velv-casdbg,2885,Kronos,10,5,335,90,6,,0.42,29.0,30.2,
1617velv-casdbg,5229,Dragons,11,3,370,155,6,,0.25,18.7,25.5,
1617velv-casdbg,5015,Buffalo Wings,12,3,315,105,6,,0.25,16.0,19.2,
1617velv-casdbg,11288,Seminerds,13,3,290,100,6,,0.25,23.4,26.0,
1617velv-casdbg,12073,The Trisectors,14,2,370,110,6,,0.17,37.4,35.3,
1617velv-casdpr,8471,The Ducks,1,12,436,235,6,,1.00,127.0,113.2,
1617velv-casdpr,6137,RoBowties,2,10,400,235,6,,0.83,111.6,100.4,
1617velv-casdpr,3650,Torrey Techies,3,8,335,135,6,,0.67,53.9,51.8,
1617velv-casdpr,7159,Robo Ravens,4,8,241,120,6,,0.67,70.4,64.4,
1617velv-casdpr,6016,Ironwolves,5,6,345,165,6,,0.50,39.2,40.2,
1617velv-casdpr,5131,Pointers,6,6,307,130,6,,0.50,22.0,24.7,
1617velv-casdpr,12406,Hakuna Automata,7,6,240,95,6,,0.50,32.6,33.2,
1617velv-casdpr,10793,Voltrons,8,6,235,120,6,,0.50,20.7,25.6,
1617velv-casdpr,4262,Ridgebots,9,6,235,96,6,,0.50,43.8,39.2,
1617velv-casdpr,4278,De.Evolution,10,6,175,150,6,,0.50,3.4,11.6,
1617velv-casdpr,3513,Domo Arigato,11,4,260,120,6,,0.33,34.4,33.4,
1617velv-casdpr,12405,Game of Drones,12,4,241,175,6,,0.33,29.9,31.2,
1617velv-casdpr,9367,Torrey Techies White,13,4,210,60,6,,0.33,8.9,12.1,
1617velv-casdpr,10564,iMiddle Robotics,14,4,201,120,6,,0.33,6.7,13.5,
1617velv-casdpr,9266,Pyrobots,15,4,196,135,6,,0.33,12.3,17.0,
1617velv-casdpr,9837,Ravenettes,16,2,251,190,6,,0.17,22.7,26.9,
1617velv-casdmd,9164,Zorrobots,1,10,305,130,6,,0.83,74.9,67.6,
1617velv-casdmd,11350,Sloth Slowbotics,2,9,250,100,6,,0.75,47.8,42.8,
1617velv-casdmd,8742,RoboTechs,3,8,260,85,6,,0.67,25.8,27.1,
1617velv-casdmd,11107,Wired Up,4,8,235,155,6,,0.67,49.3,47.3,
1617velv-casdmd,11328,Foothills Engineers,5,8,230,215,6,,0.67,47.1,44.6,
1617velv-casdmd,3712,Purple F.E.A.R. (Fierce Eagle Advanced Robotics),6,8,141,100,6,,0.67,19.3,22.0,
1617velv-casdmd,6074,RAWALA (Robot Assemblers With A Long Acronym),7,7,165,215,6,,0.58,44.9,42.3,
1617velv-casdmd,5540,Skynet,8,7,150,65,6,,0.58,9.6,13.6,
1617velv-casdmd,11938,GPA Eagles,9,6,216,122,6,,0.50,32.3,31.4,
1617velv-casdmd,9022,T-Wrecks,10,6,181,155,6,,0.50,46.1,41.1,
1617velv-casdmd,11278,Virtually Creative,11,4,241,95,6,,0.33,22.3,23.4,
1617velv-casdmd,8380,UC Robotics,12,4,205,75,6,,0.33,15.2,17.6,
1617velv-casdmd,11764,UC HIGH CENTURIONS,13,4,135,130,6,,0.33,22.4,21.8,
1617velv-casdmd,10390,STEM Scouts At-Large,14,3,120,41,6,,0.25,-1.7,3.3,
1617velv-casdmd,8906,ROARbots,15,2,170,65,6,,0.17,1.8,6.5,
1617velv-casdmd,10221,Robotx,16,2,160,60,6,,0.17,-1.9,2.2,
1617velv-lano,10337,Dark Matter,1,10,208,150,5,WC,1.00,102.9,88.8,
1617velv-lano,8956,Team Pyrogen,2,8,180,120,5,FC,0.80,40.8,42.2,
1617velv-lano,10465,Patrick F. Taylor Academy High School Robotics,3,8,119,150,5,,0.80,29.3,30.1,
1617velv-lano,6448,Blue Jays,4,6,265,110,5,W1,0.60,58.6,54.2,
1617velv-lano,8960,Tech Titans,5,6,187,110,5,SC,0.60,22.5,23.3,
1617velv-lano,11788,Robo Pelicans,6,6,99,76,5,,0.60,35.5,31.9,
1617velv-lano,9958,Redfish Robotics,7,4,209,65,5,F1,0.40,15.3,17.5,
1617velv-lano,8897,Berchmans Saints,8,4,162,65,5,,0.40,36.2,32.3,
1617velv-lano,11526,Digibots,9,4,127,100,5,,0.40,25.0,22.5,
1617velv-lano,9637,Dream Machine,10,4,104,70,5,S1,0.40,6.0,10.3,
1617velv-lano,11274,Knightshade,11,4,70,55,5,,0.40,0.7,5.5,
1617velv-lano,9223,The Power-Struck Girls,12,4,48,135,5,,0.40,6.5,12.1,
1617velv-lano,11606,Tigerbits,13,2,150,150,5,,0.20,5.5,10.3,
1617velv-lano,9768,Steel Eagles,14,2,120,65,5,,0.20,2.1,7.8,
1617velv-lano,11220,Bayou Bots,15,2,120,45,5,,0.20,14.9,13.9,
1617velv-mnea,8712,EPIC,1,10,197,185,5,WC,1.00,109.7,92.7,
